,SMILES,Melting Point
13702,COC1=CC=C(C=C1)\N=N\C1=C2NC(=O)C=C(C)N2N=C1N,276.0
13703,CC1=CC=C(C=C1)\N=N\C1=C2NC(=O)C=C(C)N2N=C1N,285.0
13704,CC1=NC2=C(\N=N\C3=CC(Cl)=CC=C3Cl)C(N)=NN2C(C)=C1,279.0
13705,COC1=CC=C(N\N=C2\C(=O)N(CO)N=C2C(F)(F)F)C=C1,142.0
13706,BrC1=CC=C(N\N=C(\C(=O)C2=CC=CS2)S(=O)(=O)C2=CC=CC=C2)C=C1,158.0
13707,ClC1=CC=C(C=C1)C(=O)C1=NOC(=C1S(=O)(=O)C1=CC=CC=C1)C1=CC=C(Br)C=C1,125.0
13708,FC(F)(F)C1=CC=CC(N\N=C(\C#N)C2=NC3=C(C=CC=C3)C(=O)N2)=C1,238.0
13709,CSC1=C(C#N)C(N)=NC2=C(\N=N\C3=CC(=CC=C3)C(F)(F)F)C(N)=NN12,293.0
13710,ClC1=CC(Cl)=C(\C=C(/C#N)C2=NC3=C(N2)C=CC=C3)C=C1,249.0
13711,CN1C(=NC2=C1C=CC=C2)C(=C\C1=CC=C(F)C=C1)\C#N,133.0
13712,CCOC(=O)C1=NN(C(C)=C1C(=O)C1=NOC2C1C(=O)N(C2=O)C1=C(Cl)C=CC(Cl)=C1)C1=CC=C(C)C=C1,225.0
13713,CCOC(=O)C1=NN(C(C)=C1C(=O)C1=NOC2C1C(=O)N(C2=O)C1=CC=C(C=C1)C(O)=O)C1=CC=C(C)C=C1,281.0
13714,FC(F)(F)C1=CC=CC(N\N=C(/C#N)C2=NC3=C(N2)C=CC=C3)=C1,270.0
13716,[O-][N+](=O)C1=CC=C(C=C1)C1=C(C(=NN1C1=CC=CC=C1)C(=O)C1=CC=CC=C1)S(=O)(=O)C1=CC=CC=C1,116.0
13717,FC1=CC=C(C=C1)N1C(=O)C2C(C1=O)C(=NN2C1=CC=CC=C1)C(=O)C1=CC=CC=C1,211.0
13718,COC1=CC=C(C=C1)C(=O)C1=NN(C2C1C(=O)N(C2=O)C1=C(Cl)C=CC(Cl)=C1)C1=CC=CC=C1,240.0
13719,ClC1=CC=C(C=C1)C(=O)C1=NN(C2C1C(=O)N(C2=O)C1=CC=C(Br)C=C1)C1=CC=CC=C1,255.0
13720,OC(=O)C1=CC=C(C=C1)N1C(=O)C2C(C1=O)C(=NN2C1=CC=CC=C1)C(=O)C1=CC=C(Cl)C=C1,285.0
13721,CCOC(=O)C1=NN(C(C2=CC=CS2)=C1S(=O)(=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,151.0
13722,CCOC(=O)C1=NN(C(=C1S(=O)(=O)C1=CC=CC=C1)C1=CC=C(C=C1)[N+]([O-])=O)C1=C(Cl)C=C(Cl)C=C1,118.0
13723,COC1=CC=C(C=C1)C(=O)C1=NN(\C(S1)=N\N=C\C1=C(Cl)C=CC=C1)C1=CC=CC=C1,181.0
13724,FC1=CC=C(\C=N\N=C2\SC(=NN2C2=CC=CC=C2)C(=O)C2=CC=C(Cl)C=C2)C=C1,150.0
13725,CC1=CC=C(C=C1)C(=O)C1=NN(\C(S1)=N/N=C/C1=CC=CO1)C1=CC=CC=C1,113.0
13726,CC1=C(\N=N\C2=C(C)C=CC=C2)C(C)=C(C#N)C(=S)N1,178.0
13727,CC1=CC=C(C=C1)C1=C(C(=NO1)C(=O)C1=CC=C2C=CC=CC2=C1)S(=O)(=O)C1=CC=CC=C1,108.0
13728,O=C(C1=NOC(=C1S(=O)(=O)C1=CC=CC=C1)C1=C2C=CC=CC2=CC=C1)C1=CC=C2C=CC=CC2=C1,115.0
13729,O=C(C1=NOC(=C1S(=O)(=O)C1=CC=CC=C1)C1=CC2=C(C=CC=C2)C=C1)C1=CC=C2C=CC=CC2=C1,120.0
13730,N#C\C(=N\NC1=CC=CC=C1)C1=NC(=CS1)C1=CC=CC=C1,175.0
13731,ClC1=CC=C(N\N=C(\C#N)C2=NC(=CS2)C2=CC=CC=C2)C=C1,168.0
13732,BrC1=CC=C(N\N=C(\C#N)C2=NC(=CS2)C2=CC=CC=C2)C=C1,169.0
13733,[O-][N+](=O)C1=CC(N\N=C(\C#N)C2=NC(=CS2)C2=CC=CC=C2)=CC=C1,215.0
13734,[O-][N+](=O)C1=CC=CC=C1N\N=C(\C#N)C1=NC(=CS1)C1=CC=CC=C1,210.0
13735,COC1=CC=C(N\N=C(/C#N)C2=NC(=CS2)C2=CC=CC=C2)C=C1,150.0
13736,ClC1=CC=C(Cl)C(N\N=C(\C#N)C2=NC(=CS2)C2=CC=CC=C2)=C1,133.0
13737,CC1=CC=C(C=C1)C1=CSC(=N1)C(=N/NC1=CC=C(Cl)C=C1)\C#N,172.0
13738,CC1=CC=C(C=C1)C1=CSC(=N1)C(=N/NC1=CC=C(O)C=C1)\C#N,252.0
13739,CC1=CC=C(C=C1)C1=CSC(=N1)C(=N/NC1=CC(C)=CC=C1)\C#N,132.0
13740,CC1=CC=C(C=C1)C1=CSC(=N1)C(=N/NC1=C(Cl)C=C(Cl)C=C1)\C#N,211.0
13741,CC1=CC=C(C=C1)C1=CSC(=N1)C(=N/NC1=CC=CC(=C1)[N+]([O-])=O)\C#N,225.0
13742,COC1=CC=C(N\N=C(\C#N)C2=NC(=CS2)C2=CC=C(C)C=C2)C=C1,145.0
13743,CC1=CC=C(C=C1)C1=CSC(=N1)C(=N/NC1=C(Cl)C=CC(Cl)=C1)\C#N,187.0
13744,COC1=CC=C(C=C1)C1=CSC(=N1)C(=N/NC1=CC=C(Br)C=C1)\C#N,196.0
13745,COC1=CC=C(C=C1)C1=CSC(=N1)C(=N/NC1=CC=C(O)C=C1)\C#N,235.0
13746,COC1=CC=C(C=C1)C1=CSC(=N1)C(=N/NC1=CC=C(C)C=C1)\C#N,151.0
13747,COC1=CC=C(C=C1)C1=CSC(=N1)C(=N/NC1=C(C)C=CC(C)=C1)\C#N,155.0
13748,ClC1=CC=C(C=C1)C1=CSC(=N1)C(=N/NC1=CC=CC=C1)\C#N,178.0
13749,FC1=CC=C(N\N=C(\C#N)C2=NC(=CS2)C2=CC=C(Cl)C=C2)C=C1,225.0
13750,ClC1=CC=C(N\N=C(\C#N)C2=NC(=CS2)C2=CC=C(Cl)C=C2)C=C1,240.0
13751,CC1=CC=C(N\N=C(\C#N)C2=NC(=CS2)C2=CC=C(Cl)C=C2)C=C1,208.0
13752,CC1=CC=CC(N\N=C(\C#N)C2=NC(=CS2)C2=CC=C(Cl)C=C2)=C1,157.0
13753,ClC1=CC=C(C=C1)C1=CSC(=N1)C(=N\NC1=C(Cl)C=C(Cl)C(Cl)=C1)\C#N,176.0
13754,CN1C(=O)N(C)C(=O)C(=NNC2=CC=C(Br)C=C2)C1=O,218.0
13755,CN1C(=O)N(C)C(=O)C(=NNC2=CC=CC(C)=C2)C1=O,228.0
13756,CN1C(=O)N(C)C(=O)C(=NNC2=C(Br)C=C(Br)C=C2Br)C1=O,165.0
13758,CC1=C(SC(=N1)C(=C\C1=CC=C(O)C=C1)\C#N)\N=N\C1=CC=C(Cl)C=C1,230.0
13759,ClC1=CC(Cl)=C(N\N=C(\C#N)C2=NC3=C(C=CC=C3)C(=O)N2)C=C1Cl,149.0
13760,COC1=CC=C(C=C1)\N=N\C1=C(C)N=C(CC#N)S1,158.0
13761,CC1=C(SC(CC#N)=N1)\N=N\C1=CC=C(C=C1)[N+]([O-])=O,233.0
13762,CC1=C(SC(=N1)C(=N\NC1=CC=C(Cl)C=C1)\C#N)\N=N\C1=CC=CC=C1,225.0
13763,COC1=CC=C(N\N=C(/C#N)C2=NC(C)=C(S2)\N=N\C2=CC=CC=C2)C=C1,178.0
13764,CC1=C(SC(=N1)C(=N\NC1=CC=CC(C)=C1)\C#N)\N=N\C1=CC=CC=C1,211.0
13765,CC1=C(SC(=N1)C(=N\NC1=CC=CC=C1[N+]([O-])=O)\C#N)\N=N\C1=CC=CC=C1,210.0
13767,CC1=C(SC(=N1)C(=N\NC1=CC(=CC=C1)C(F)(F)F)\C#N)\N=N\C1=CC=C(F)C=C1,211.0
13768,COC1=CC=C(C=C1)\N=N\C1=C(C)N=C(S1)C(=N\NC1=CC=C(F)C=C1)\C#N,214.0
13769,CC1=C(SC(=N1)C(=N\NC1=CC=CC=C1Cl)\C#N)\N=N\C1=CC=C(Br)C=C1,241.0
13771,COC1=CC=C(C=C1)C1=CSC(=N1)C(=C/C1=CC=CO1)\C#N,115.0
13772,CN1N(C(=O)C(N\N=C(\C#N)C2=NC(=CS2)C2=CC=CC=C2)=C1C)C1=CC=CC=C1,226.0
13773,ClC1=CC=C(C=C1)C1=CSC(=N1)C(=N\NC1=CC=C2C=CC=CC2=C1)\C#N,218.0
13774,COC1=CC=C(C=C1)C1=CSC(=N1)C(=N/NC1=CC=NC=C1)\C#N,255.0
13775,CC1=CC(=O)NC2=C(\N=N\C3=CC=C(O)C=C3)C(N)=NN12,285.0
13776,CC1=NC2=C(\N=N\C3=CC=CN=C3)C(N)=NN2C(C)=C1,245.0
13778,CN(C)C1=CC=C(\C=C(\C#N)C2=NC(=CS2)C2=CC=C(Cl)C=C2)C=C1,133.0
13779,ClC1=CC=C(C=C1)C1=CSC(=N1)C(=C/C1=CN=CC=C1)\C#N,253.0
13780,COC1=CC=C(C=C1)C1=CSC(=N1)C(=C/C1=CC=CN=C1)\C#N,235.0
13782,CC1=NC2=C(\N=N\C3=CC=NC=C3)C(N)=NN2C(C)=C1,228.0
13783,NC(=O)C(=N/NC1=C(Cl)C=CC(Cl)=C1)\C1=NC2=C(S1)C=CC=C2,270.0
13784,NC(=O)C(=N/NC1=CN=CC=C1)\C1=NC2=C(S1)C=CC=C2,238.0
13785,ClC1=CC=C(C=C1)C1=C(C(=CO1)C(=O)C1=CC=CS1)S(=O)(=O)C1=CC=CC=C1,115.0
13786,COC1=CC=C(C=C1)C1=C(C(=CO1)C(=O)C1=CC=CC=C1)S(=O)(=O)C1=CC=CC=C1,110.0
13788,OC1=CC(\C=C(\C#N)C2=NC3=C(C=CC=C3)C(=O)N2)=CC=C1,294.0
13789,N#C\C(=N\NC1=CC=CC2=CC=CC=C12)C1=NC2=C(S1)C=CC=C2,254.0
13790,ClC1=CC=CC=C1N1C(=O)C2ON=C(C2C1=O)C(=O)C1=CC=CS1,180.0
13791,OC(=O)C1=CC=C(C=C1)N1N=C(S\C1=N/C(=O)C1=CC=CC=C1)C(=O)C1=CC=CS1,219.0
13803,O=C1C(\C=C\C2=NC3=C(N2)C=CC=C3)=COC2=CC=CC=C12,260.0
13804,CN1C(NC(C)=O)=NC(=O)\C1=C/C1=COC2=CC=C(Cl)C=C2C1=O,276.0
13812,CC(=O)NCCNC1=CC(=O)OC2=CC=CC=C12,262.0
13814,C(=C\C1=CC=C2C=CC3=CC=CC=C3C2=C1)\C1=CC=C2C=CC=CC2=C1,213.0
13823,C[C@]12CCC3C(CC[C@H]4C[C@@H](O)CC[C@]34C)C1CC[C@@]2(O)C#C,257.0
13824,CC(=O)C1CC[C@@]2(C)[C@H](C1)CC(=O)C1C3CCC(=O)[C@@]3(C)CCC21,237.0
13825,CC[C@@]1(O)CC[C@@]2(C)[C@@H](CCC3C4CCC5(OCCO5)[C@@]4(C)CCC23)C1,127.0
13826,C[C@]12CCC3C(C1CCC2=O)C1(C[C@H]2CC(O)(CC[C@]32C)C#C)OCCO1,308.0
13829,CCOC(=O)C(C)(C)C1(O)CC[C@@]2(C)[C@@H](CCC3C4CC[C@H](OCC5=CC=CC=C5)[C@@]4(C)CCC23)C1,147.0
13841,CC(=O)O[C@H]1CC[C@@]2(C)[C@H](C1)CC1(OCCO1)C1C3CCC(=O)[C@@]3(C)CCC21,240.0
13842,C[C@]12CCC3C(CCC4=C[C@@H](O)CC[C@]34C)C1CC[C@@]2(O)C#C,204.0
13845,C[C@]12CCC3C(CC[C@H]4CCCC[C@]34C)C1CC[C@@H]2OCC1=CC=CC=C1,160.0
13846,C[C@]12CCC3C(CC[C@H]4C[C@H](CC[C@]34C)OCC3=CC=CC=C3)C1CC[C@@H]2O,225.0
13851,COC(=O)C(C)(C)C1=CC[C@@]2(C)[C@@H](CCC3C4CC[C@H](O)[C@@]4(C)CCC23)C1,150.0
13852,CC(C)(C(O)=O)C1=CC[C@@]2(C)[C@@H](CCC3C4CC[C@H](O)[C@@]4(C)CCC23)C1,264.0
13854,CC(C)C\C=C/C(C(O)=O)C1=CC[C@@]2(C)[C@@H](CCC3C4CC[C@H](O)[C@@]4(C)CCC23)C1,200.0
13858,CCC(=O)C1CCCCC1C(C)(C)C(O)=O,115.0
13860,CC1(C)C(NC1=O)C1=CC=CC=C1,150.0
13861,CC1=CC2=CC=CC=C2C(Br)=C1C,63.0
13863,CCCC1C2=C(OC(=O)C1(C)C)C1=CC=C(OC)C=C1CC2,129.0
13865,C[C@@]12CCCC1C1CC[C@H]3C[C@H](CC[C@]3(C)C1CC2)OCC1=CC=CC=C1,148.0
13869,CC1=CC=C(C=C1)S(=O)(=O)OC[C@@H]1OC(C)(C)O[C@H]1COS(=O)(=O)C1=CC=C(C)C=C1,92.0
13870,CC(C)CCC[C@H](C)[C@H]1CCC2C3CC(=O)[C@@]4(O)CC(=O)CC[C@]4(C)C3CC[C@]12C,222.5
13877,C[C@@H](CCC(O)=O)[C@H]1CCC2C3C(CC(=O)[C@]12C)[C@@]1(C)CCC2(C[C@H]1CC3=O)OCCO2,222.0
13881,C[C@@H](CCC(O)=O)C1CCC2=C3CC[C@@H]4C[C@H](O)CC[C@]4(C)C3C[C@H](O)[C@]12C,172.0
13882,CCOC(=O)CC[C@H](C)[C@H]1CCC2C3C(CC(=O)[C@]12C)[C@@]1(C)CCC(=O)C[C@H]1CC3=O,222.5
13886,C[C@@H](CCC(O)=O)[C@H]1CCC2C3C(CC[C@]12C)[C@@]1(C)CCCC[C@H]1CC3=O,144.8
13887,C[C@@H](CCC(O)=O)[C@H]1CCC2C3C(CC(=O)[C@]12C)[C@@]1(C)CCCC[C@H]1CC3=O,175.5
13894,O=C1NC(=O)\C(N1)=C\C1=CC=CC=C1,222.0
13896,[O-][N+](=O)C1=CC=C(C=C1)C1=N\C(=C/C2=CC=CC=C2)C(=O)O1,236.0
13900,OC(=O)[C@@H]1CCC[C@H]1C(O)=O,160.0
13901,COC1=CC=C(C=C1)C(=CCC(O)=O)C(C)(C)C(O)=O,137.0
13902,CCOC(=O)CC=C(C1=CC=C(OC)C=C1)C(C)(C)C(=O)OCC,146.0
13905,C1=CC2=CC=C3C=CC4=CC=C5C=CC6=CC=CN=C6C5=C4C3=C2C=C1,270.0
13906,S=C(OC1=CC=CC=C1)OC1=CC=CC=C1,106.0
13908,CC(C)C=C1NC(OC1=O)C1=CC=CC=C1,87.0
13909,CN1C(=O)C(C2=NNC(=O)\C2=C/NC2=CC=CC=C2)=C(O)C2=CC=CC=C12,272.0
13910,CN1C(=O)C(C2=NNC(=O)\C2=C/NC2=CC=C(C)C=C2)=C(O)C2=CC=CC=C12,282.0
13911,CN1C(=O)C(C2=NNC(=O)\C2=C/NC2=CC=CC=C2C)=C(O)C2=CC=CC=C12,288.0
13912,CN1C(=O)C(C2=NNC(=O)\C2=C/NC2=CC=CC(C)=C2)=C(O)C2=CC=CC=C12,264.0
13913,COC1=CC=C(N\C=C2/C(=O)NN=C2C2=C(O)C3=CC=CC=C3N(C)C2=O)C=C1,281.0
13914,CN1C(=O)C(C2=NNC(=O)\C2=C/NC2=CC=C(Cl)C=C2)=C(O)C2=CC=CC=C12,290.0
13915,CN1C(=O)C(C2=NNC(=O)\C2=C/NC2=CC=C(Br)C=C2)=C(O)C2=CC=CC=C12,293.0
13916,CN1C(=O)C(C2=NNC(=O)\C2=C/NC2=CC=CC=N2)=C(O)C2=CC=CC=C12,235.0
13917,CN1C(=O)C(C2=NNC(=O)\C2=C/NC2=CC=CN=C2)=C(O)C2=CC=CC=C12,281.0
13918,C\C=C1\C(O)=C(C2=NNC(=O)\C2=C/NC2=CC=NC=C2)C(=O)N(C)\C\1=C\C=C,238.0
13919,CN1C(=O)C(C2=NNC(=O)\C2=C/NC2=NC=CC=N2)=C(O)C2=CC=CC=C12,279.0
13920,CN1N(C(=O)C(N\C=C2/C(=O)NN=C2C2=C(O)C3=CC=CC=C3N(C)C2=O)=C1C)C1=CC=CC=C1,175.0
13921,CN1C(=O)C(C2=NNC(=O)\C2=C/NC2=NC=CS2)=C(O)C2=CC=CC=C12,248.0
13922,CN1C(=O)C(C2=NNC(=O)\C2=C/NC2=CC=CC3=CC=CC=C23)=C(O)C2=CC=CC=C12,292.0
13923,CN1C(=O)C(C2=NNC(=O)\C2=C2\C(=O)NC3=C2C=CC=C3)=C(O)C2=CC=CC=C12,279.0
13924,CN1C(=O)C(C2=NNC(=O)C2=C2C3=C(C=CC=C3)C3=C2C=CC=C3)=C(O)C2=CC=CC=C12,295.0
13925,CN1C(=O)C(C2=NNC(=O)\C2=C/C2=NC=CC=C2)=C(O)C2=CC=CC=C12,292.0
13926,CN1C(=O)C(C2=NNC(=O)\C2=C\C2=CNC3=C2C=CC=C3)=C(O)C2=CC=CC=C12,297.0
13927,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=CC=CC=C2)=C(O)C2=CC=CC=C12,213.0
13928,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=CC=C(C)C=C2)=C(O)C2=CC=CC=C12,218.0
13929,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=CC=C(C=C2)[N+]([O-])=O)=C(O)C2=CC=CC=C12,300.0
13930,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=CC=CC=C2Cl)=C(O)C2=CC=CC=C12,264.0
13931,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=CC=CC(Cl)=C2)=C(O)C2=CC=CC=C12,222.0
13932,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=CC=C(Cl)C=C2)=C(O)C2=CC=CC=C12,240.0
13933,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=CC(Cl)=CC=C2Cl)=C(O)C2=CC=CC=C12,284.0
13934,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=CC=CC=C2Br)=C(O)C2=CC=CC=C12,270.0
13935,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=CC=CC(Br)=C2)=C(O)C2=CC=CC=C12,240.0
13936,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=CC=C(Br)C=C2)=C(O)C2=CC=CC=C12,260.0
13937,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=CC=C(I)C=C2)=C(O)C2=CC=CC=C12,262.0
13938,CN1N(C(=O)C(N\N=C2/C(=O)NN=C2C2=C(O)C3=CC=CC=C3N(C)C2=O)=C1C)C1=CC=CC=C1,200.0
13939,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=NC=CS2)=C(O)C2=CC=CC=C12,301.0
13940,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=NC=CC=N2)=C(O)C2=CC=CC=C12,302.0
13941,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=C(Br)C=C(C=C2[N+]([O-])=O)[N+]([O-])=O)=C(O)C2=CC=CC=C12,192.0
13942,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=CC=CN=C2)=C(O)C2=CC=CC=C12,230.0
13943,CN1C(=O)C(C2=NNC(=O)\C2=N/NC2=CC=NC=C2)=C(O)C2=CC=CC=C12,294.0
13944,CCN1C(=O)C(\C=C2/C(=O)NN=C2C2=C(O)C3=CC=CC=C3N(C)C2=O)=C(O)C2=C1C=CC=C2,295.0
13945,CN1C(=O)C(C2=NNC(=O)C2)=C(O)C2=CC=CC=C12,287.0
13946,CN1C(=O)C(C2=NNC(=O)\C2=C/C2=CC=CC=C2)=C(O)C2=CC=CC=C12,283.0
13947,CN1C(=O)C(C2=NNC(=O)\C2=C/C2=CC3=C(OCO3)C=C2)=C(O)C2=CC=CC=C12,265.0
13948,CN(C)C1=CC=C(\C=C2/C(=O)NN=C2C2=C(O)C3=CC=CC=C3N(C)C2=O)C=C1,262.0
13949,CN1C(=O)C(C2=NNC(=O)\C2=C/C2=CC=C(C)C=C2)=C(O)C2=CC=CC=C12,280.0
13950,CN1C(=O)C(C2=NNC(=O)\C2=C/C2=CC=CC(Cl)=C2)=C(O)C2=CC=CC=C12,265.0
13951,C\C=C(\Cl)/C(=C\C=C)/C=C1\C(=O)NN=C1C1=C(O)C2=CC=CC=C2N(C)C1=O,260.0
13952,CN1C(=O)C(C2=NNC(=O)\C2=C/C2=CC=C(Cl)C=C2Cl)=C(O)C2=CC=CC=C12,280.0
13953,CN1C(=O)C(C2=NNC(=O)\C2=C/C2=CC=CC(=C2)[N+]([O-])=O)=C(O)C2=CC=CC=C12,261.0
13954,CN1C(=O)C(C2=NNC(=O)\C2=C/C2=CC=CC=C2O)=C(O)C2=CC=CC=C12,240.0
13955,CN1C(=O)C(C2=NNC(=O)\C2=C/C2=CC=CC(O)=C2)=C(O)C2=CC=CC=C12,290.0
13956,COC1=CC(\C=C2/C(=O)NN=C2C2=C(O)C3=CC=CC=C3N(C)C2=O)=CC(OC)=C1OC,196.0
13957,COC1=CC=C(\C=C2/C(=O)NN=C2C2=C(O)C3=CC=CC=C3N(C)C2=O)C=C1,250.0
13958,COC1=CC=CC=C1\C=C1/C(=O)NN=C1C1=C(O)C2=CC=CC=C2N(C)C1=O,266.0
13959,COC1=CC(\C=C2/C(=O)NN=C2C2=C(O)C3=CC=CC=C3N(C)C2=O)=CC=C1,254.0
13960,CN1C(=O)C(C2=NNC(=O)\C2=C/C=C/C2=CC=CC=C2)=C(O)C2=CC=CC=C12,238.0
13961,CN1C(=O)C(C2=NNC(=O)\C2=C/CC2=CC=CC=C2)=C(O)C2=CC=CC=C12,249.0
13962,CN1C(=O)C(C2=NNC(=O)\C2=C/C2=C(O)C=CC3=CC=CC=C23)=C(O)C2=CC=CC=C12,285.0
13963,CN1C(=O)C=C(NN)C2=CC=CC=C12,216.0
13964,CC1=NNC(=O)\C1=C\C1=C(O)C2=CC=CC(C)=C2NC1=O,242.0
13965,CC1=NN(C(=O)\C1=C\C1=C(O)C2=CC=CC(C)=C2NC1=O)C1=CC=CC=C1,171.0
13966,CC1=C2NC(=O)C(\C=C3/C(=O)N(N=C3C3=CC=CC=C3)C3=CC=CC=C3)=C(O)C2=CC=C1,113.0
13967,O=C(NC1=CC(NC(=O)C2=CC=CC=C2)=C(C=C1)C1=CC=C(NC(=O)C2=CC=CC=C2)C=C1NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,279.0
13968,CC1(C)OC(=O)C(=CC2=CC=C(Cl)C=C2)C(=O)O1,172.0
13969,O=C1NC(=O)C(=CC2=CC=C(O2)C2=CC=CC=C2)C(=O)N1,270.0
13970,CC1=CC=C(C=C1)C1=CC=C(O1)C=C1C(=O)NC(=O)NC1=O,265.0
13971,[O-][N+](=O)C1=CC(=CC=C1)C1=CC=C(O1)C=C1C(=O)NC(=O)NC1=O,280.0
13972,COC1=CC=CC=C1C1=CC=C(O1)C=C1C(=O)NC(=O)NC1=O,220.0
13973,BrC1=CC=C(C=C1)C1=CC=C(O1)C=C1C(=O)NC(=O)NC1=O,255.0
13974,BrC1=CC=CC=C1C1=CC=C(O1)C=C1C(=O)NC(=O)NC1=O,255.0
13975,CN(C)C1=CC=C(C=C2C(=O)NC(=O)NC2=O)C=C1,245.0
13976,COC1=CC=C(C=C2C(=O)NC(=O)NC2=O)C=C1OC,265.0
13977,ClC1=CC=C(C=C2C(=O)NC(=O)NC2=O)C=C1,243.0
13978,BrC1=CC=C(O1)C=C1C(=O)NC(=S)NC1=O,215.0
13979,COC1=CC=CC=C1C1=CC=C(O1)C=C1C(=O)NC(=S)NC1=O,235.0
13984,[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=C1\N=C(OC1=O)C1=CC=CC=C1,208.0
14003,CC1(C)OC(=O)C(=NNC2=CC=C(O)C=C2)C(=O)O1,238.0
14005,[O-][N+](=O)C1=CC=CC(NN=C2C(=O)NC(=O)NC2=O)=C1,270.0
14006,[O-][N+](=O)C1=C(NN=C2C(=O)NC(=O)NC2=O)C=CC=C1,290.0
14007,BrC1=CC=C(NN=C2C(=O)NC(=O)NC2=O)C=C1,295.0
14008,ClC1=CC=C(NN=C2C(=O)NC(=O)NC2=O)C=C1,353.0
14009,COC1=CC=C(NN=C2C(=O)NC(=O)NC2=O)C=C1,264.0
14010,O=C1NC(=S)NC(=O)C1=NNC1=CC=CC=C1,290.0
14011,CC1=CC=C(NN=C2C(=O)NC(=S)NC2=O)C=C1,305.0
14012,[O-][N+](=O)C1=CC=CC(NN=C2C(=O)NC(=S)NC2=O)=C1,330.0
14013,[O-][N+](=O)C1=C(NN=C2C(=O)NC(=S)NC2=O)C=CC=C1,330.0
14014,ClC1=CC=C(NN=C2C(=O)NC(=S)NC2=O)C=C1,300.0
14015,COC1=CC=C(NN=C2C(=O)NC(=S)NC2=O)C=C1,246.0
14032,[O-][N+](=O)C1=CC(N\N=C2/SC(=N)NC2=O)=CC=C1,208.0
14033,[O-][N+](=O)C1=CC=CC=C1N\N=C1\SC(=N)NC1=O,274.0
14034,BrC1=CC=C(N\N=C2/SC(=N)NC2=O)C=C1,284.0
14035,N=C1NC(=O)\C(S1)=N\NC1=CC=CC=C1,210.0
14036,CC1=CC=C(N\N=C2/SC(=N)NC2=O)C=C1,265.0
14037,CC1(C)CC(=O)C(=NNC2=CC=C(O)C=C2)C(=O)C1,206.0
14039,CC1(C)OC(=O)C(=NNC2=CC=C(C=C2)C(O)=O)C(=O)O1,223.0
14040,CC1=CC=CC=C1NN=C1C(=O)NC(=O)NC1=O,265.0
14041,ClC1=CC=C(C=C1)C1=CC=C(O1)C=C1C(=O)NC(=S)NC1=O,280.0
14042,OC(=O)C1=CC=C(NN=C2C(=O)NC(=S)NC2=O)C=C1,340.0
14045,CC(=O)C(=NNC1=CC=CC(=C1)[N+]([O-])=O)C(C)=O,184.0
14046,CC(=O)C(=NNC1=CC=C(C=C1)C(O)=O)C(C)=O,215.0
14047,CCOC(=O)C(=N\NC1=CC=C(C=C1)C(O)=O)\C#N,219.0
14048,CCOC(=O)C(=NNC1=C(C=CC=C1)[N+]([O-])=O)C(=O)OCC,196.0
14050,CCOC(=O)C(=N\NC1=CC=CC=C1)\C#N,280.0
14052,CC1(C)CC(=O)C(=NNC2=CC=CC(=C2)[N+]([O-])=O)C(=O)C1,186.0
14053,CC1=C(NN=C2C(=O)NC(=S)NC2=O)C=CC=C1,242.0
14054,BrC1=CC=C(NN=C2C(=O)NC(=S)NC2=O)C=C1,268.0
14062,NC(=O)[C@H](CO)NC(=O)OCC1C2=C(C=CC=C2)C2=C1C=CC=C2,155.0
14064,NSCC1=CC2=C(OC1=O)C=CC=C2,255.0
14065,CCOC(=O)C(C#N)=C(SC)SC,70.0
14066,CSC(NC1=CC=CC=C1)=C(C#N)C#N,80.0
14067,NN1C(S)=NN=C1C1=CC=C(Cl)C=C1,320.0
14068,FC(F)(F)C1=NN=C(S)N1N=CC1=CC=C(Cl)C=C1,255.0
14069,OC1=CC=CC=C1C=NN1C(S)=NN=C1C(F)(F)F,155.0
14070,CC(=NN1C(S)=NN=C1C(F)(F)F)C1=CC=C(C)C=C1,201.0
14071,CCOC(=O)C1=C(N)C2=C(S1)SC(C(=O)OCC)=C2N,200.0
14072,CCOC(=O)C1=C(N)C2=C(SC(C#N)=C2N)S1,260.0
14081,O=C1NC2=CC=CC=C2C1=C(C#N)C#N,211.0
14082,CCOC(=O)C1=C(N=C2SCCS2)C2=C(S1)SC(C(=O)OCC)=C2N=C1SCCS1,198.0
